Date,Close,Ticker
17-12-2024,324.584198,F
18-12-2024,316.4646606,F
19-12-2024,316.5631104,F
20-12-2024,310.805603,F
23-12-2024,310.3135376,F
24-12-2024,305.1957703,F
26-12-2024,305.3925781,F
27-12-2024,304.5068359,F
30-12-2024,302.6860962,F
31-12-2024,303.8179321,F
01-01-2025,305.4910278,F
02-01-2025,310.1658936,F
03-01-2025,311.0516663,F
06-01-2025,301.1605835,F
07-01-2025,300.2256165,F
08-01-2025,301.8003235,F
09-01-2025,300.4224548,F
10-01-2025,294.9602356,F
13-01-2025,283.0516052,F
14-01-2025,285.659668,F
15-01-2025,293.9268188,F
16-01-2025,292.942627,F
17-01-2025,297.8143616,F
20-01-2025,301.4066467,F
21-01-2025,297.5683289,F
22-01-2025,292.8442383,F
23-01-2025,289.6948547,F
24-01-2025,291.1711121,F
27-01-2025,282.4610901,F
28-01-2025,279.4593201,F
29-01-2025,283.2976685,F
30-01-2025,290.6790466,F
31-01-2025,296.8793945,F
01-02-2025,285.2660217,F
03-02-2025,279.311676,F
04-02-2025,281.1324158,F
05-02-2025,280.6895752,F
06-02-2025,276.7035828,F
07-02-2025,276.9525146,F
10-02-2025,267.5432129,F
11-02-2025,260.3244324,F
12-02-2025,255.9433594,F
13-02-2025,258.0343323,F
14-02-2025,256.2420959,F
17-02-2025,262.0668945,F
18-02-2025,265.8007507,F
19-02-2025,261.917511,F
20-02-2025,264.6059265,F
21-02-2025,260.7724915,F
24-02-2025,258.0343323,F
25-02-2025,254.6489716,F
27-02-2025,255.1468048,F
28-02-2025,249.7700653,F
03-03-2025,251.4129486,F
04-03-2025,252.9064941,F
05-03-2025,263.2617188,F
06-03-2025,265.5020447,F
07-03-2025,262.1664429,F
10-03-2025,270.132019,F
11-03-2025,266.149231,F
12-03-2025,265.9501038,F
13-03-2025,266.4977417,F
17-03-2025,266.1990356,F
18-03-2025,266.1990356,F
19-03-2025,276.0066223,F
20-03-2025,279.1430664,F
21-03-2025,281.8812256,F
24-03-2025,290.5935669,F
25-03-2025,289.7472229,F
26-03-2025,289.5978699,F
27-03-2025,294.2278442,F
28-03-2025,289.1000061,F
01-04-2025,288.0545044,F
02-04-2025,285.5155029,F
03-04-2025,297.8123474,F
04-04-2025,292.6347046,F
07-04-2025,288.1540833,F
08-04-2025,287.7060547,F
09-04-2025,292.1368713,F
11-04-2025,302.7908325,F
15-04-2025,303.2388611,F
16-04-2025,304.4337158,F
17-04-2025,307.6697083,F
21-04-2025,318.6223755,F
22-04-2025,311.2044067,F
23-04-2025,313.5941162,F
24-04-2025,313.0464478,F
25-04-2025,305.180481,F
28-04-2025,307.2216492,F
29-04-2025,301.6457825,F
30-04-2025,306.1264038,F
02-05-2025,301.7453308,F
05-05-2025,306.8731689,F
06-05-2025,306.2757568,F
07-05-2025,309.7606812,F
08-05-2025,306.9229431,F
09-05-2025,298.0114746,F
12-05-2025,307.7194824,F
13-05-2025,297.1651611,F
14-05-2025,294.6759033,F
15-05-2025,298.3599548,F
16-05-2025,298.9076233,F
19-05-2025,302.7410278,F
20-05-2025,296.6174927,F
21-05-2025,294.8750305,F
22-05-2025,289.647644,F
23-05-2025,296.8166504,F
26-05-2025,295.4226685,F
27-05-2025,293.2819214,F
28-05-2025,289.8965454,F
29-05-2025,291.8381653,F
30-05-2025,288.502594,F
02-06-2025,291.7883606,F
03-06-2025,287.0090332,F
04-06-2025,287.3077393,F
05-06-2025,292.9832153,F
06-06-2025,294.5265198,F
09-06-2025,299.2062988,F
10-06-2025,299.7539368,F
11-06-2025,294.1780701,F
12-06-2025,287.7558289,F
13-06-2025,284.270874,F
16-06-2025,287.4073181,F
17-06-2025,287.3077393,F
18-06-2025,286.0631409,F
19-06-2025,285.2167969,F
20-06-2025,291.8381653,F
23-06-2025,289.0004272,F
24-06-2025,284.7189636,F
25-06-2025,289.199585,F
26-06-2025,292.2364502,F
27-06-2025,297.9617004,F
30-06-2025,298.6088867,F
01-07-2025,296.2690125,F
02-07-2025,293.5806274,F
03-07-2025,292.4356079,F
04-07-2025,292.7342834,F
07-07-2025,294.6260986,F
08-07-2025,296.4681396,F
09-07-2025,298.3599548,F
10-07-2025,297.9617004,F
11-07-2025,297.264679,F
14-07-2025,296.9162292,F
15-07-2025,296.7668457,F
16-07-2025,295.7711487,F
17-07-2025,295.3231201,F
18-07-2025,292.8836365,F
21-07-2025,295.7213745,F
22-07-2025,296.5179138,F
23-07-2025,297.9617004,F
24-07-2025,298.0612793,F
25-07-2025,290.8424683,F
28-07-2025,290.6433411,F
29-07-2025,291.8381653,F
30-07-2025,287.7060547,F
31-07-2025,289.7472229,F
01-08-2025,289.9961243,F
04-08-2025,286.7103577,F
05-08-2025,284.7687378,F
06-08-2025,283.5738831,F
07-08-2025,284.3206482,F
08-08-2025,283.6236877,F
11-08-2025,283.6236877,F
12-08-2025,283.42453,F
13-08-2025,286.9592896,F
14-08-2025,287.4571228,F
18-08-2025,289.1000061,F
19-08-2025,288,F
20-08-2025,288.3999939,F
21-08-2025,284,F
22-08-2025,283.3500061,F
25-08-2025,284.1499939,F
26-08-2025,279.8999939,F
31-08-2020,82.31467438,G
01-09-2020,80.02137756,G
02-09-2020,82.02191162,G
03-09-2020,82.94898987,G
04-09-2020,82.02191162,G
07-09-2020,81.09483337,G
08-09-2020,79.82619476,G
09-09-2020,79.09429169,G
10-09-2020,82.99777985,G
11-09-2020,86.75486755,G
14-09-2020,97.39186096,G
15-09-2020,96.70874786,G
16-09-2020,95.00099182,G
17-09-2020,101.978447,G
18-09-2020,105.1012421,G
21-09-2020,101.3929443,G
22-09-2020,104.5157089,G
23-09-2020,109.8342285,G
24-09-2020,108.3216095,G
25-09-2020,108.6631699,G
28-09-2020,108.4191971,G
29-09-2020,113.3961258,G
30-09-2020,119.3977356,G
01-10-2020,121.4470673,G
05-10-2020,119.2025604,G
06-10-2020,117.5923767,G
07-10-2020,113.5425034,G
08-10-2020,116.9580536,G
09-10-2020,113.2009659,G
12-10-2020,110.6636963,G
13-10-2020,116.4213562,G
14-10-2020,113.4449387,G
15-10-2020,109.6390228,G
16-10-2020,107.980072,G
19-10-2020,111.395607,G
20-10-2020,110.2245407,G
21-10-2020,108.8095398,G
22-10-2020,103.100708,G
23-10-2020,102.8567505,G
26-10-2020,98.80687714,G
27-10-2020,96.70874786,G
28-10-2020,95.44012451,G
29-10-2020,92.61009979,G
30-10-2020,91.92697144,G
02-11-2020,88.56023407,G
03-11-2020,91.82941437,G
04-11-2020,93.92752075,G
05-11-2020,95.00099182,G
06-11-2020,93.19561768,G
09-11-2020,94.65942383,G
10-11-2020,92.17095947,G
11-11-2020,95.00099182,G
12-11-2020,95.68408966,G
13-11-2020,99.88033295,G
14-11-2020,102.1248322,G
17-11-2020,105.0036621,G
18-11-2020,101.4905167,G
19-11-2020,101.4905167,G
20-11-2020,101.6856918,G
23-11-2020,103.2958679,G
24-11-2020,103.0031204,G
25-11-2020,99.44120026,G
26-11-2020,99.24600983,G
27-11-2020,104.3205414,G
01-12-2020,106.2722855,G
02-12-2020,105.8819427,G
03-12-2020,104.8084793,G
04-12-2020,105.4915771,G
07-12-2020,111.2492294,G
08-12-2020,107.9312515,G
09-12-2020,109.8342285,G
10-12-2020,105.1012421,G
11-12-2020,105.6867599,G
14-12-2020,108.3216095,G
15-12-2020,107.4433289,G
16-12-2020,111.298027,G
17-12-2020,108.7607422,G
18-12-2020,116.7628937,G
21-12-2020,104.3205414,G
22-12-2020,117.6411743,G
23-12-2020,119.3489456,G
24-12-2020,116.3237457,G
28-12-2020,127.009552,G
29-12-2020,128.3269653,G
30-12-2020,130.9129791,G
31-12-2020,138.5735931,G
01-01-2021,140.4277649,G
04-01-2021,141.9403381,G
05-01-2021,140.6229248,G
06-01-2021,133.1087189,G
07-01-2021,132.0352631,G
08-01-2021,136.4266663,G
11-01-2021,133.3527069,G
12-01-2021,132.3280487,G
13-01-2021,131.6449127,G
14-01-2021,130.864212,G
15-01-2021,132.2792206,G
18-01-2021,128.9612579,G
19-01-2021,136.4754791,G
20-01-2021,137.93927,G
21-01-2021,135.9387512,G
22-01-2021,131.8400726,G
25-01-2021,130.4250793,G
27-01-2021,132.815979,G
28-01-2021,129.7419739,G
29-01-2021,139.3543091,G
01-02-2021,134.5725098,G
02-02-2021,131.6936951,G
03-02-2021,132.1328278,G
04-02-2021,133.2062988,G
05-02-2021,129.4492035,G
08-02-2021,135.2556305,G
09-02-2021,133.4990845,G
10-02-2021,131.9864502,G
11-02-2021,131.20578,G
12-02-2021,132.3768158,G
15-02-2021,131.1081696,G
16-02-2021,128.619751,G
17-02-2021,129.8883514,G
18-02-2021,129.2540283,G
19-02-2021,130.3274994,G
22-02-2021,128.619751,G
23-02-2021,134.0358124,G
24-02-2021,138.6711884,G
25-02-2021,143.1601868,G
26-02-2021,141.1108551,G
01-03-2021,139.0615082,G
02-03-2021,138.2808228,G
03-03-2021,137.9880524,G
04-03-2021,136.9146118,G
05-03-2021,134.6700897,G
08-03-2021,141.6963654,G
09-03-2021,157.798233,G
10-03-2021,155.797699,G
12-03-2021,153.3092346,G
15-03-2021,148.8202515,G
16-03-2021,157.4566803,G
17-03-2021,153.4068298,G
18-03-2021,150.7719727,G
19-03-2021,153.5532074,G
22-03-2021,158.0421906,G
23-03-2021,162.2872314,G
24-03-2021,167.8009033,G
25-03-2021,166.38591,G
26-03-2021,172.192337,G
30-03-2021,174.8759766,G
31-03-2021,173.2657776,G
01-04-2021,171.460434,G
05-04-2021,171.5092163,G
06-04-2021,168.6791992,G
07-04-2021,194.0030212,G
08-04-2021,189.5140381,G
09-04-2021,189.4164734,G
12-04-2021,182.5853729,G
13-04-2021,183.4148102,G
15-04-2021,182.2925568,G
16-04-2021,186.9279785,G
19-04-2021,187.5134735,G
20-04-2021,188.2453613,G
22-04-2021,189.27005,G
23-04-2021,191.3681793,G
26-04-2021,193.5639038,G
27-04-2021,193.1735382,G
28-04-2021,189.4164734,G
29-04-2021,190.977829,G
30-04-2021,192.4904327,G
03-05-2021,197.5649414,G
04-05-2021,199.467926,G
05-05-2021,197.4673615,G
06-05-2021,199.223938,G
07-05-2021,197.5649414,G
10-05-2021,198.394455,G
11-05-2021,203.4689789,G
12-05-2021,203.1762238,G
14-05-2021,216.4968414,G
17-05-2021,232.5498962,G
18-05-2021,233.6721344,G
19-05-2021,234.2088928,G
20-05-2021,237.2340851,G
21-05-2021,239.1370239,G
24-05-2021,239.2834167,G
25-05-2021,232.4035492,G
26-05-2021,221.6689453,G
27-05-2021,228.3048553,G
28-05-2021,236.7461243,G
31-05-2021,237.4292908,G
01-06-2021,229.5735168,G
02-06-2021,233.7209778,G
03-06-2021,233.9649353,G
04-06-2021,233.6233215,G
07-06-2021,234.0137329,G
08-06-2021,238.1611786,G
09-06-2021,235.5751038,G
10-06-2021,236.2093964,G
11-06-2021,237.4292908,G
14-06-2021,231.6716156,G
15-06-2021,231.8668213,G
16-06-2021,230.8909454,G
17-06-2021,233.7209778,G
18-06-2021,231.1837006,G
21-06-2021,233.0866394,G
22-06-2021,238.0635681,G
23-06-2021,235.6727142,G
24-06-2021,237.3804626,G
25-06-2021,235.4287262,G
28-06-2021,239.1858368,G
29-06-2021,239.5274048,G
30-06-2021,253.4335632,G
01-07-2021,256.2147827,G
02-07-2021,250.4571381,G
05-07-2021,252.4088593,G
06-07-2021,245.8705597,G
07-07-2021,246.7975922,G
08-07-2021,244.7970886,G
09-07-2021,244.6018982,G
12-07-2021,242.991745,G
13-07-2021,240.9911804,G
14-07-2021,243.3332672,G
15-07-2021,251.1402435,G
16-07-2021,260.0206909,G
19-07-2021,262.7530518,G
20-07-2021,262.1675415,G
22-07-2021,267.4860535,G
23-07-2021,278.1230164,G
26-07-2021,287.6377869,G
27-07-2021,286.8082581,G
28-07-2021,280.0260315,G
29-07-2021,282.2217102,G
30-07-2021,274.9514465,G
02-08-2021,288.857605,G
03-08-2021,297.5429077,G
04-08-2021,297.933197,G
05-08-2021,298.616333,G
06-08-2021,302.6174011,G
09-08-2021,294.4689331,G
10-08-2021,295.8838806,G
11-08-2021,299.8362122,G
12-08-2021,307.3016052,G
13-08-2021,324.3793335,G
16-08-2021,340.9202881,G
17-08-2021,350.2310486,G
18-08-2021,353.7102966,G
20-08-2021,325.5330811,G
23-08-2021,325.3860779,G
24-08-2021,308.8227539,G
25-08-2021,314.8502502,G
26-08-2021,312.20401,G
27-08-2021,328.4733276,G
30-08-2021,328.9633484,G
31-08-2021,330.0904541,G
01-09-2021,323.3768921,G
02-09-2021,323.4258728,G
03-09-2021,323.131897,G
06-09-2021,323.131897,G
07-09-2021,322.8378296,G
08-09-2021,323.2299194,G
09-09-2021,322.9848633,G
13-09-2021,320.9266968,G
14-09-2021,323.2299194,G
15-09-2021,324.552948,G
16-09-2021,318.7215271,G
17-09-2021,313.0860901,G
20-09-2021,308.0386963,G
21-09-2021,312.5960693,G
22-09-2021,331.3645325,G
23-09-2021,341.214325,G
24-09-2021,361.8940125,G
27-09-2021,343.4685059,G
28-09-2021,334.3048096,G
29-09-2021,342.0474243,G
30-09-2021,334.9418335,G
01-10-2021,331.3154602,G
04-10-2021,334.3537598,G
05-10-2021,334.8438416,G
06-10-2021,329.1103516,G
07-10-2021,332.3935852,G
08-10-2021,343.8605347,G
11-10-2021,339.3521729,G
12-10-2021,333.1777344,G
13-10-2021,334.3537598,G
14-10-2021,332.6876526,G
18-10-2021,330.286438,G
19-10-2021,338.8621521,G
20-10-2021,334.1087952,G
21-10-2021,331.0704956,G
22-10-2021,323.1808777,G
25-10-2021,300.4430847,G
26-10-2021,317.1533813,G
27-10-2021,319.2115784,G
28-10-2021,310.2438049,G
29-10-2021,302.5502319,G
01-11-2021,303.3832703,G
02-11-2021,320.6326599,G
03-11-2021,337.8820496,G
04-11-2021,341.7043762,G
08-11-2021,347.6828308,G
09-11-2021,366.0103455,G
10-11-2021,391.6393433,G
11-11-2021,395.6576538,G
12-11-2021,421.0907593,G
15-11-2021,414.5732117,G
16-11-2021,428.294281,G
17-11-2021,457.1086121,G
18-11-2021,440.4963074,G
22-11-2021,422.5118103,G
23-11-2021,454.3153381,G
24-11-2021,470.1436462,G
25-11-2021,466.0762939,G
26-11-2021,454.168396,G
29-11-2021,433.0476685,G
30-11-2021,484.7958069,G
01-12-2021,496.5077515,G
02-12-2021,479.4544067,G
03-12-2021,487.9321289,G
06-12-2021,478.4743347,G
07-12-2021,488.5691528,G
08-12-2021,497.3408813,G
09-12-2021,491.4112854,G
10-12-2021,490.333252,G
13-12-2021,502.6332703,G
14-12-2021,506.6516113,G
15-12-2021,493.5185242,G
16-12-2021,495.1846924,G
17-12-2021,472.0057983,G
20-12-2021,447.6508789,G
21-12-2021,471.9077759,G
22-12-2021,491.7054138,G
23-12-2021,503.5643005,G
24-12-2021,528.3602905,G
27-12-2021,544.8256226,G
28-12-2021,569.6217651,G
29-12-2021,558.3018188,G
30-12-2021,585.7439575,G
31-12-2021,600.7391357,G
03-01-2022,596.034729,G
04-01-2022,596.034729,G
05-01-2022,582.3626709,G
06-01-2022,617.8905029,G
07-01-2022,697.0808716,G
10-01-2022,730.6975098,G
11-01-2022,712.124939,G
12-01-2022,700.0700073,G
13-01-2022,679.5374146,G
14-01-2022,670.2266846,G
17-01-2022,714.4282227,G
18-01-2022,700.1680908,G
19-01-2022,685.2218018,G
20-01-2022,671.5988159,G
21-01-2022,660.1317749,G
24-01-2022,618.5765991,G
25-01-2022,635.4829102,G
27-01-2022,620.4386597,G
28-01-2022,626.6622314,G
31-01-2022,633.3757935,G
01-02-2022,610.4909058,G
02-02-2022,617.1065063,G
03-02-2022,609.4127808,G
04-02-2022,611.0789185,G
07-02-2022,614.3132935,G
08-02-2022,601.6702881,G
09-02-2022,594.6135864,G
10-02-2022,597.461792,G
11-02-2022,567.8513794,G
14-02-2022,530.0894775,G
15-02-2022,566.4271851,G
16-02-2022,581.7481079,G
17-02-2022,567.0165405,G
18-02-2022,551.2047119,G
21-02-2022,530.9243164,G
22-02-2022,561.5167847,G
23-02-2022,561.1239014,G
24-02-2022,533.625061,G
25-02-2022,556.0661011,G
28-02-2022,558.3250122,G
02-03-2022,553.9545898,G
03-03-2022,556.9500122,G
04-03-2022,536.4240723,G
07-03-2022,532.4956665,G
08-03-2022,543.8880005,G
09-03-2022,566.9674072,G
10-03-2022,578.9492188,G
11-03-2022,567.4584961,G
14-03-2022,555.3786011,G
15-03-2022,551.1065063,G
16-03-2022,566.4271851,G
17-03-2022,574.2841187,G
21-03-2022,581.2079468,G
22-03-2022,590.2433472,G
23-03-2022,587.9354248,G
24-03-2022,591.5690918,G
25-03-2022,581.6989746,G
28-03-2022,564.2666626,G
29-03-2022,562.2042847,G
30-03-2022,586.9040527,G
31-03-2022,590.2924194,G
01-04-2022,597.3634644,G
04-04-2022,611.8986206,G
05-04-2022,611.5549927,G
06-04-2022,610.4745483,G
07-04-2022,590.8325806,G
08-04-2022,604.2874146,G
11-04-2022,588.1317749,G
12-04-2022,559.6998901,G
13-04-2022,561.8114014,G
18-04-2022,537.5535278,G
19-04-2022,536.3258667,G
20-04-2022,534.9018555,G
21-04-2022,535.4420776,G
22-04-2022,532.6922607,G
25-04-2022,514.9650879,G
26-04-2022,512.0679932,G
27-04-2022,576.0518799,G
28-04-2022,563.4810181,G
29-04-2022,543.9371338,G
02-05-2022,527.8306885,G
04-05-2022,520.7104492,G
05-05-2022,538.5847168,G
06-05-2022,532.9377441,G
09-05-2022,513.8357544,G
10-05-2022,500.3318481,G
11-05-2022,475.2882996,G
12-05-2022,471.4580688,G
13-05-2022,487.7609558,G
16-05-2022,500.2827148,G
17-05-2022,495.2740479,G
18-05-2022,506.9119873,G
19-05-2022,493.1134033,G
20-05-2022,498.5640564,G
23-05-2022,489.5287781,G
24-05-2022,478.2345581,G
25-05-2022,448.3296204,G
26-05-2022,452.0614929,G
27-05-2022,467.5787659,G
30-05-2022,512.3626709,G
31-05-2022,520.8086548,G
01-06-2022,533.968811,G
02-06-2022,527.3887329,G
03-06-2022,542.414856,G
06-06-2022,528.7637329,G
07-06-2022,520.8577271,G
08-06-2022,519.2373657,G
09-06-2022,516.0945435,G
10-06-2022,500.8720093,G
13-06-2022,478.4801025,G
14-06-2022,461.9316711,G
15-06-2022,472.6365967,G
16-06-2022,461.3423767,G
17-06-2022,460.1147766,G
20-06-2022,446.3162537,G
21-06-2022,461.980835,G
22-06-2022,466.4493713,G
23-06-2022,484.0289001,G
24-06-2022,487.3190002,G
27-06-2022,495.3722229,G
28-06-2022,507.0592957,G
29-06-2022,515.0633545,G
30-06-2022,508.3851013,G
01-07-2022,490.4126282,G
04-07-2022,491.1000977,G
05-07-2022,493.5553284,G
06-07-2022,494.9794006,G
07-07-2022,498.2203369,G
08-07-2022,498.318512,G
11-07-2022,489.2832031,G
12-07-2022,482.8504333,G
13-07-2022,485.7967224,G
14-07-2022,474.6499023,G
15-07-2022,481.91745,G
18-07-2022,494.3901367,G
19-07-2022,496.8453674,G
20-07-2022,522.9693604,G
21-07-2022,524.8353271,G
22-07-2022,524.1478882,G
25-07-2022,521.0541382,G
26-07-2022,511.0858765,G
27-07-2022,517.7642212,G
28-07-2022,526.4067383,G
29-07-2022,538.1427612,G
01-08-2022,536.9152222,G
02-08-2022,522.6256714,G
03-08-2022,527.9779053,G
04-08-2022,510.9385986,G
05-08-2022,526.3085327,G
08-08-2022,521.8890381,G
10-08-2022,514.4249878,G
11-08-2022,540.7452393,G
12-08-2022,561.5375366,G
16-08-2022,555.5264893,G
17-08-2022,556.8074951,G
18-08-2022,573.90448,G
19-08-2022,562.5722046,G
22-08-2022,551.4863892,G
23-08-2022,547.5447388,G
24-08-2022,559.4188843,G
25-08-2022,557.8422852,G
26-08-2022,558.3349609,G
29-08-2022,542.3219604,G
30-08-2022,553.3586426,G
01-09-2022,561.9317017,G
02-09-2022,555.9699707,G
05-09-2022,548.6779175,G
06-09-2022,553.0629883,G
07-09-2022,540.7946777,G
08-09-2022,550.7965698,G
09-09-2022,564.5924072,G
12-09-2022,585.0888672,G
13-09-2022,596.864624,G
14-09-2022,595.829895,G
15-09-2022,585.3352051,G
16-09-2022,564.4445801,G
19-09-2022,562.9171143,G
20-09-2022,566.0212402,G
21-09-2022,590.7550659,G
22-09-2022,655.2503052,G
23-09-2022,651.3087158,G
26-09-2022,635.9855347,G
27-09-2022,642.5877686,G
28-09-2022,635.9855347,G
29-09-2022,639.6314697,G
30-09-2022,650.2739868,G
03-10-2022,648.6480713,G
04-10-2022,645.3962402,G
06-10-2022,654.4127197,G
07-10-2022,671.5097046,G
10-10-2022,648.0568848,G
11-10-2022,636.1332397,G
12-10-2022,662.8380737,G
13-10-2022,656.6791992,G
14-10-2022,659.9803467,G
17-10-2022,664.6610718,G
18-10-2022,650.6188354,G
19-10-2022,640.0749512,G
20-10-2022,643.3762207,G
21-10-2022,701.5648193,G
24-10-2022,702.4515381,G
25-10-2022,722.1105957,G
27-10-2022,723.0466919,G
28-10-2022,711.1725464,G
31-10-2022,698.9041748,G
01-11-2022,706.8859253,G
02-11-2022,698.3129272,G
03-11-2022,689.0006714,G
04-11-2022,684.8127441,G
07-11-2022,679.9841919,G
09-11-2022,665.4492798,G
10-11-2022,654.2156982,G
11-11-2022,679.2943726,G
14-11-2022,672.7907104,G
15-11-2022,680.7232666,G
16-11-2022,666.9767456,G
17-11-2022,685.6503296,G
18-11-2022,676.2888794,G
21-11-2022,673.2341919,G
22-11-2022,673.4312134,G
23-11-2022,716.3952637,G
24-11-2022,707.7728882,G
25-11-2022,707.8713989,G
28-11-2022,704.4716187,G
29-11-2022,707.625,G
30-11-2022,704.4223633,G
01-12-2022,702.1066895,G
02-12-2022,708.5118408,G
05-12-2022,707.7235718,G
06-12-2022,704.9644775,G
07-12-2022,699.8895874,G
08-12-2022,703.6834106,G
09-12-2022,687.0791016,G
12-12-2022,674.0224609,G
13-12-2022,667.5187378,G
14-12-2022,673.381897,G
15-12-2022,685.1083984,G
16-12-2022,692.3511353,G
19-12-2022,699.6925049,G
20-12-2022,694.0755615,G
21-12-2022,694.0755615,G
22-12-2022,700.6778564,G
23-12-2022,640.9619141,G
26-12-2022,679.1958008,G
27-12-2022,686.7836304,G
28-12-2022,689.7890015,G
29-12-2022,691.414978,G
30-12-2022,693.9769897,G
02-01-2023,686.5864868,G
03-01-2023,681.6593628,G
04-01-2023,671.2139893,G
05-01-2023,672.7414551,G
06-01-2023,706.196167,G
09-01-2023,705.161499,G
10-01-2023,708.9553223,G
11-01-2023,692.7946167,G
12-01-2023,682.4476929,G
13-01-2023,682.2999268,G
16-01-2023,683.1375732,G
17-01-2023,692.0062256,G
18-01-2023,682.4970093,G
19-01-2023,685.2561646,G
20-01-2023,686.5864868,G
23-01-2023,687.6210938,G
24-01-2023,692.0554199,G
25-01-2023,696.6869507,G
27-01-2023,687.2270508,G
30-01-2023,698.9533691,G
31-01-2023,751.7715454,G
01-02-2023,731.7675781,G
02-02-2023,776.0126953,G
03-02-2023,766.9961548,G
06-02-2023,764.9761353,G
07-02-2023,767.4888306,G
08-02-2023,791.4837646,G
09-02-2023,805.3287354,G
10-02-2023,844.4697876,G
13-02-2023,809.7709961,G
14-02-2023,823.7888184,G
15-02-2023,833.2161865,G
16-02-2023,855.0325317,G
17-02-2023,845.1113892,G
20-02-2023,817.2734375,G
21-02-2023,811.5478516,G
22-02-2023,800.9358521,G
23-02-2023,812.979248,G
24-02-2023,822.9990234,G
27-02-2023,806.315918,G
28-02-2023,819.0009766,G
01-03-2023,833.1668701,G
02-03-2023,835.338501,G
03-03-2023,826.7008667,G
06-03-2023,824.4797363,G
08-03-2023,811.6466675,G
09-03-2023,815.151062,G
10-03-2023,812.5350342,G
13-03-2023,782.5252075,G
14-03-2023,768.5075073,G
15-03-2023,836.4243774,G
16-03-2023,805.2301025,G
17-03-2023,858.0432739,G
20-03-2023,878.1814575,G
21-03-2023,866.1380615,G
22-03-2023,883.3146973,G
23-03-2023,870.1361694,G
24-03-2023,874.677063,G
27-03-2023,861.3009644,G
28-03-2023,877.539856,G
29-03-2023,884.4499512,G
31-03-2023,913.2258301,G
03-04-2023,800.7877808,G
05-04-2023,805.2794189,G
06-04-2023,785.9802856,G
10-04-2023,789.5834351,G
11-04-2023,826.2565918,G
12-04-2023,840.5211792,G
13-04-2023,857.9445801,G
17-04-2023,847.5792847,G
18-04-2023,855.6246948,G
19-04-2023,842.3967896,G
20-04-2023,845.4076538,G
21-04-2023,837.8064575,G
24-04-2023,838.7935791,G
25-04-2023,841.0640869,G
26-04-2023,893.8773804,G
27-04-2023,907.7470093,G
28-04-2023,905.0323486,G
02-05-2023,923.2948608,G
03-05-2023,910.5604858,G
04-05-2023,897.5793457,G
05-05-2023,873.1962891,G
08-05-2023,871.81427,G
09-05-2023,869.2476196,G
10-05-2023,884.7460938,G
11-05-2023,886.2268677,G
12-05-2023,887.1152954,G
15-05-2023,909.0797119,G
16-05-2023,915.2988892,G
17-05-2023,921.1725464,G
18-05-2023,928.9710693,G
19-05-2023,931.6364746,G
22-05-2023,926.749939,G
23-05-2023,914.3117065,G
24-05-2023,967.0756226,G
25-05-2023,1007.203796,G
26-05-2023,993.8771362,G
29-05-2023,980.9946289,G
30-05-2023,998.0231934,G
31-05-2023,1049.405151,G
01-06-2023,1086.177002,G
02-06-2023,1100.540405,G
05-06-2023,1101.280518,G
06-06-2023,1116.532471,G
07-06-2023,1138.397949,G
08-06-2023,1114.656738,G
09-06-2023,1125.021973,G
12-06-2023,1127.588501,G
13-06-2023,1078.723877,G
14-06-2023,1026.354858,G
15-06-2023,1049.997437,G
16-06-2023,1070.481201,G
19-06-2023,1057.894775,G
20-06-2023,1044.864136,G
21-06-2023,1049.503662,G
22-06-2023,1048.565918,G
23-06-2023,1053.649902,G
26-06-2023,1061.547241,G
27-06-2023,1068.259888,G
28-06-2023,1080.698242,G
30-06-2023,1075.81189,G
03-07-2023,1062.534424,G
04-07-2023,1047.134644,G
05-07-2023,1042.050537,G
06-07-2023,1071.813721,G
07-07-2023,1065.545288,G
10-07-2023,1047.282837,G
11-07-2023,1040.866089,G
12-07-2023,1050.639282,G
13-07-2023,1034.104126,G
14-07-2023,1049.503662,G
17-07-2023,1076.650879,G
18-07-2023,1053.403198,G
19-07-2023,1070.431763,G
20-07-2023,1047.085327,G
21-07-2023,988.0529175,G
24-07-2023,1043.235352,G
25-07-2023,1043.037842,G
26-07-2023,1050.392334,G
27-07-2023,1070.925293,G
28-07-2023,1057.746582,G
31-07-2023,1068.852295,G
01-08-2023,1078.378418,G
02-08-2023,1085.584595,G
03-08-2023,1067.322021,G
04-08-2023,1131.537354,G
07-08-2023,1136.226318,G
08-08-2023,1132.376221,G
09-08-2023,1124.775146,G
10-08-2023,1106.265869,G
11-08-2023,1127.489746,G
14-08-2023,1115.12146,G
16-08-2023,1123.581543,G
17-08-2023,1142.034912,G
18-08-2023,1140.501221,G
21-08-2023,1119.475342,G
22-08-2023,1120.613281,G
23-08-2023,1164.940918,G
24-08-2023,1160.884033,G
25-08-2023,1135.455078,G
28-08-2023,1138.967651,G
29-08-2023,1143.420044,G
30-08-2023,1143.469604,G
31-08-2023,1163.506348,G
01-09-2023,1188.044678,G
04-09-2023,1165.880981,G
05-09-2023,1153.661133,G
06-09-2023,1155.145264,G
07-09-2023,1152.226318,G
08-09-2023,1152.226318,G
11-09-2023,1154.551636,G
12-09-2023,1132.387573,G
13-09-2023,1125.461304,G
14-09-2023,1156.876709,G
15-09-2023,1157.322144,G
18-09-2023,1128.528687,G
20-09-2023,1116.902588,G
21-09-2023,1066.242188,G
22-09-2023,1062.432861,G
25-09-2023,1040.120483,G
26-09-2023,1075.147461,G
27-09-2023,1116.407837,G
